status,name,instructions,instructions Δ,instructions Δ%,heap_increase,heap_increase Δ,heap_increase Δ%,stable_memory_increase,stable_memory_increase Δ,stable_memory_increase Δ%
,btreemap_remove_u64_u64::node_load_v1,156203254,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_remove_u64_u64::node_save_v1,246955374,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_remove_u64_u64_v2,726015927,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_remove_u64_u64_v2::node_load_v2,232495913,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_remove_u64_u64_v2::node_save_v2,288662284,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_values_10mib_values,11464933,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_values_10mib_values::node_load_v2,399541,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_values_rev_10mib_values,11455479,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_values_rev_10mib_values::node_load_v2,387380,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_values_rev_small_values,17200675,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_values_rev_small_values::node_load_v2,5847237,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_values_small_values,17248978,0,0.00%,0,0,0.00%,0,0,0.00%
,btreemap_values_small_values::node_load_v2,5884280,0,0.00%,0,0,0.00%,0,0,0.00%
,memory_manager_baseline,1176577076,0,0.00%,0,0,0.00%,8000,0,0.00%
,memory_manager_grow,346537961,0,0.00%,2,0,0.00%,32000,0,0.00%
,memory_manager_overhead,1181962837,0,0.00%,0,0,0.00%,8320,0,0.00%
,vec_get_blob_128,19246658,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_get_blob_16,6345942,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_get_blob_32,7063501,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_get_blob_4,4804323,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_get_blob_4_mem_manager,7171673,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_get_blob_64,11310940,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_get_blob_64_mem_manager,13651088,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_get_blob_8,5620865,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_get_u64,5270302,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_insert_blob_128,4131421,0,0.00%,0,0,0.00%,19,0,0.00%
,vec_insert_blob_16,3296224,0,0.00%,0,0,0.00%,2,0,0.00%
,vec_insert_blob_32,3415464,0,0.00%,0,0,0.00%,5,0,0.00%
,vec_insert_blob_4,3207465,0,0.00%,0,0,0.00%,0,0,0.00%
,vec_insert_blob_64,3655801,0,0.00%,0,0,0.00%,9,0,0.00%
,vec_insert_blob_8,3236886,0,0.00%,0,0,0.00%,1,0,0.00%
,vec_insert_u64,5859516,0,0.00%,0,0,0.00%,1,0,0.00%
